family,species,category,invasiveness,growth_type,topography
Gentianaceae,Gentiana scabra,native,N,herbaceous,ridge_summit
Fumariaceae,Corydalis speciosa,native,N,herbaceous,ridge_summit
Cyperaceae,Cyperus amuricus,native,N,herbaceous,lower_slope
Asteraceae,Aster pilosus,exotic,Y,herbaceous,upper_slope
Asteraceae,Aster meyendorffii,native,N,herbaceous,ridge_summit
Urticaceae,Urtica thunbergiana,native,N,herbaceous,upper_slope
Rubiaceae,Galium paradoxum,native,N,herbaceous,valley_flatland
Primulaceae,Primula sieboldii,native,N,herbaceous,valley_flatland
Dryopteridaceae,Polystichum braunii,native,N,herbaceous,valley_flatland
Athyriaceae,Deparia coreana,native,N,herbaceous,upper_slope
Apiaceae,Sillaphyton podagraria,native,N,herbaceous,upper_slope
Athyriaceae,Cornopteris crenulato-serrulata,native,N,herbaceous,valley_flatland
Euphorbiaceae,Euphorbia sieboldiana,native,N,herbaceous,valley_flatland
Papaveraceae,Dicentra spectabilis,native,N,herbaceous,valley_flatland
Dryopteridaceae,Leptorumohra miqueliana,native,N,herbaceous,valley_flatland
Osmundaceae,Osmunda claytoniana,native,N,herbaceous,upper_slope
Liliaceae,Lilium concolor var. pulchellum,native,N,herbaceous,upper_slope
Dennstaedtiaceae,Dennstaedtia hirsuta,native,N,herbaceous,upper_slope
Asteraceae,Ligularia jamesii,native,N,herbaceous,upper_slope
Apiaceae,Cryptotaenia japonica,native,N,herbaceous,upper_slope
Asteraceae,Achillea alpina,native,N,herbaceous,upper_slope
Asteraceae,Eupatorium rugosum,exotic,Y,herbaceous,valley_flatland
Lamiaceae,Lycopus lucidus,native,N,herbaceous,upper_slope
Lamiaceae,Lycopus lucidus,native,N,herbaceous,ridge_summit
Liliaceae,Allium thunbergii,native,N,herbaceous,valley_flatland
Lamiaceae,Lycopus lucidus,native,N,herbaceous,valley_flatland
Urticaceae,Pilea peploides,native,N,herbaceous,valley_flatland
Asteraceae,Adenocaulon himalaicum,native,N,herbaceous,valley_flatland
Equisetaceae,Equisetum hyemale,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris crassirhizoma,native,N,herbaceous,ridge_summit
Crassulaceae,Orostachys minuta,native,N,herbaceous,ridge_summit
Fabaceae,Vicia nipponica,native,N,herbaceous,valley_flatland
Apiaceae,Peucedanum terebinthaceum,native,N,herbaceous,valley_flatland
Fabaceae,Vicia amoena,native,NA,herbaceous,lower_slope
Scrophulariaceae,Phtheirospermum japonicum,native,N,herbaceous,upper_slope
Scrophulariaceae,Phtheirospermum japonicum,native,N,herbaceous,ridge_summit
Gentianaceae,Gentiana squarrosa,native,N,herbaceous,lower_slope
Rubiaceae,Asperula odorata,native,N,herbaceous,valley_flatland
Lamiaceae,Salvia chanryoenica,native,N,herbaceous,lower_slope
Ranunculaceae,Paeonia japonica,native,N,herbaceous,valley_flatland
Poaceae,Microstegium vimineum var. polystachyum,native,N,herbaceous,valley_flatland
Onagraceae,Circaea alpina,native,N,herbaceous,valley_flatland
Ranunculaceae,Anemone reflexa,native,N,herbaceous,upper_slope
Athyriaceae,Deparia pycnosora,native,N,herbaceous,upper_slope
Poaceae,Diarrhena japonica,native,N,herbaceous,lower_slope
Scrophulariaceae,Melampyrum setaceum var. nakaianum,native,N,herbaceous,upper_slope
Poaceae,Cleistogenes hackelii,native,N,herbaceous,valley_flatland
Polypodiaceae,Lepisorus ussuriensis,native,N,herbaceous,valley_flatland
Saxifragaceae,Chrysosplenium grayanum,native,N,herbaceous,upper_slope
Poaceae,Agrostis clavata,native,N,herbaceous,upper_slope
Scrophulariaceae,Melampyrum setaceum var. nakaianum,native,N,herbaceous,lower_slope
Cyperaceae,Carex forficula,native,N,herbaceous,lower_slope
Polygonaceae,Polygonum nepalense,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum falcatum,native,N,herbaceous,valley_flatland
Onagraceae,Circaea lutetiana subsp. quadrisulcata,native,N,herbaceous,lower_slope
Apiaceae,Cryptotaenia japonica,native,N,herbaceous,lower_slope
Urticaceae,Urtica angustifolia,native,N,herbaceous,lower_slope
Cucurbitaceae,Actinostemma lobatum,native,N,herbaceous,lower_slope
Boraginaceae,Trigonotis radicans var. sericea,native,N,herbaceous,lower_slope
Ranunculaceae,Paeonia obovata,native,N,herbaceous,valley_flatland
Caryophyllaceae,Pseudostellaria setulosa,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum muricatum,native,N,herbaceous,valley_flatland
Asteraceae,Crepidiastrum sonchifolium,native,N,herbaceous,ridge_summit
Clusiaceae,Hypericum ascyron,native,N,herbaceous,ridge_summit
Saxifragaceae,Saxifraga fortunei var. incisolobata,native,NA,herbaceous,ridge_summit
Ranunculaceae,Ranunculus sceleratus,native,N,herbaceous,valley_flatland
Euphorbiaceae,Acalypha australis,native,N,herbaceous,valley_flatland
Polypodiaceae,Lepisorus thunbergianus,native,N,herbaceous,upper_slope
Poaceae,Moliniopsis japonica,native,N,herbaceous,valley_flatland
Asteraceae,Synurus deltoides,native,N,herbaceous,valley_flatland
Dioscoreaceae,Dioscorea septemloba,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum viscosum,native,N,herbaceous,valley_flatland
Apiaceae,Bupleurum longeradiatum,native,N,herbaceous,valley_flatland
Asteraceae,Saussurea gracilis,native,N,herbaceous,valley_flatland
Liliaceae,Hemerocallis minor,native,N,herbaceous,valley_flatland
Campanulaceae,Platycodon grandiflorus,native,N,herbaceous,ridge_summit
Lamiaceae,Ajuga spectabilis,native,N,herbaceous,ridge_summit
Apiaceae,Angelica polymorpha,native,N,herbaceous,ridge_summit
Apiaceae,Ostericum grosseserratum,native,N,herbaceous,upper_slope
Apiaceae,Osmorhiza aristata,native,N,herbaceous,upper_slope
Athyriaceae,Diplazium mesosorum,native,N,herbaceous,valley_flatland
Thelypteridaceae,Thelypteris beddomei,native,N,herbaceous,upper_slope
Asteraceae,Artemisia feddei,native,N,herbaceous,upper_slope
Asteraceae,Lactuca triangulata,native,N,herbaceous,upper_slope
Violaceae,Viola tokubuchiana var. takedana,native,N,herbaceous,lower_slope
Asteraceae,Artemisia montana,native,N,herbaceous,valley_flatland
Ranunculaceae,Aconitum pseudolaeve,native,N,herbaceous,ridge_summit
Campanulaceae,Adenophora liliifolia,native,N,herbaceous,lower_slope
Poaceae,Calamagrostis pseudophragmites,native,N,herbaceous,upper_slope
Poaceae,Trisetum bifidum,native,N,herbaceous,upper_slope
Cyperaceae,Carex leiorhyncha,native,N,herbaceous,valley_flatland
Lythraceae,Rotala indica,native,N,herbaceous,valley_flatland
Asteraceae,Ambrosia trifida,exotic,Y,herbaceous,valley_flatland
Asteraceae,Carpesium abrotanoides,native,N,herbaceous,valley_flatland
Poaceae,Stipa pekinensis,native,N,herbaceous,valley_flatland
Campanulaceae,Asyneuma japonicum,native,N,herbaceous,valley_flatland
Rosaceae,Potentilla cryptotaeniae,native,N,herbaceous,valley_flatland
Poaceae,Arthraxon hispidus,native,N,herbaceous,valley_flatland
Lindsaeaceae,Odontosoria chinensis,native,N,herbaceous,upper_slope
Poaceae,Trisetum bifidum,native,N,herbaceous,lower_slope
Asteraceae,Taraxacum platycarpum,native,N,herbaceous,upper_slope
Apiaceae,Ostericum grosseserratum,native,N,herbaceous,lower_slope
Asteraceae,Carpesium divaricatum,native,N,herbaceous,lower_slope
Asteraceae,Carpesium divaricatum,native,N,herbaceous,upper_slope
Scrophulariaceae,Pseudolysimachion dauricum,native,N,herbaceous,upper_slope
Liliaceae,Allium spirale,native,N,herbaceous,ridge_summit
Polypodiaceae,Lepisorus ussuriensis,native,N,herbaceous,ridge_summit
Selaginellaceae,Selaginella rossii,native,N,herbaceous,ridge_summit
Liliaceae,Lilium cernuum,native,N,herbaceous,ridge_summit
Orchidaceae,Amitostigma gracile,native,N,herbaceous,ridge_summit
Asteraceae,Dendranthema sichotense,native,N,herbaceous,ridge_summit
Cyperaceae,Carex polyschoena,native,N,herbaceous,ridge_summit
Woodsiaceae,Woodsia microsora,native,N,herbaceous,ridge_summit
Asteraceae,Euchiton japonicus,native,N,herbaceous,upper_slope
Commelinaceae,Streptolirion volubile,native,N,herbaceous,upper_slope
Urticaceae,Urtica laetevirens,native,N,herbaceous,upper_slope
Caryophyllaceae,Pseudostellaria davidii,native,N,herbaceous,upper_slope
Asteraceae,Hieracium umbellatum,native,N,herbaceous,lower_slope
Fabaceae,Rhynchosia acuminatifolia,native,N,herbaceous,upper_slope
Fabaceae,Rhynchosia acuminatifolia,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris saxifragi-varia,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris saxifragi-varia,native,N,herbaceous,upper_slope
Gleicheniaceae,Dicranopteris linearis,native,N,herbaceous,upper_slope
Polygonaceae,Polygonum viscosum,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris expansa,native,N,herbaceous,upper_slope
Asteraceae,Eupatorium makinoi var. oppositifolium,native,N,herbaceous,upper_slope
Orchidaceae,Oreorchis patens,native,N,herbaceous,ridge_summit
Dryopteridaceae,Dryopteris bissetiana,native,N,herbaceous,valley_flatland
Gleicheniaceae,Dicranopteris linearis,native,N,herbaceous,lower_slope
Boraginaceae,Trigonotis radicans var. sericea,native,N,herbaceous,valley_flatland
Cyperaceae,Carex pediformis,native,N,herbaceous,upper_slope
Cyperaceae,Carex pediformis,native,N,herbaceous,lower_slope
Rosaceae,Potentilla anemonifolia,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea tenuipes,native,N,herbaceous,valley_flatland
Athyriaceae,Cornopteris crenulato-serrulata,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum falcatum,native,N,herbaceous,upper_slope
Asteraceae,Aster spathulifolius,native,N,herbaceous,lower_slope
Asteraceae,Hololeion maximowiczii,native,N,herbaceous,valley_flatland
Campanulaceae,Platycodon grandiflorus,native,N,herbaceous,valley_flatland
Campanulaceae,Adenophora verticillata var. hirsuta,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum versicolor f. viride,native,N,herbaceous,upper_slope
Poaceae,Arthraxon hispidus,native,N,herbaceous,ridge_summit
Apiaceae,Ostericum sieboldii,native,N,herbaceous,valley_flatland
Polygonaceae,Polygonum sagittatum,native,N,herbaceous,valley_flatland
Crassulaceae,Sedum sarmentosum,native,N,herbaceous,valley_flatland
Fabaceae,Vicia cracca,native,N,herbaceous,valley_flatland
Cyperaceae,Carex fernaldiana,native,N,herbaceous,valley_flatland
Primulaceae,Lysimachia davurica,native,N,herbaceous,valley_flatland
Poaceae,Phyllostachys nigra var. henonis,native,N,herbaceous,ridge_summit
Athyriaceae,Athyrium alpestre,native,N,herbaceous,lower_slope
Ranunculaceae,Hepatica insularis,native,N,herbaceous,upper_slope
Fabaceae,Dumasia truncata,native,N,herbaceous,upper_slope
Fabaceae,Dumasia truncata,native,N,herbaceous,lower_slope
Araceae,Pinellia ternata,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia indica,native,N,herbaceous,upper_slope
Rubiaceae,Rubia argyi,native,N,herbaceous,upper_slope
Boraginaceae,Trigonotis icumae,native,N,herbaceous,upper_slope
Brassicaceae,Draba nemorosa,native,N,herbaceous,lower_slope
Rubiaceae,Rubia argyi,native,N,herbaceous,lower_slope
Asteraceae,Artemisia indica,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria thunbergii,native,N,herbaceous,valley_flatland
Rubiaceae,Rubia argyi,native,N,herbaceous,valley_flatland
Poaceae,Phragmites australis,native,N,herbaceous,valley_flatland
Iridaceae,Iris sanguinea,native,N,herbaceous,valley_flatland
Asteraceae,Artemisia indica,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia indica,native,N,herbaceous,lower_slope
Juncaceae,Juncus decipiens,native,N,herbaceous,lower_slope
Saxifragaceae,Astilbe chinensis,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria thunbergii,native,N,herbaceous,lower_slope
Liliaceae,Gagea nakaiana,native,N,herbaceous,lower_slope
Amaranthaceae,Achyranthes bidentata var. japonica,native,N,herbaceous,ridge_summit
Rubiaceae,Rubia argyi,native,N,herbaceous,ridge_summit
Poaceae,Agrostis clavata var. nukabo,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria senticosa,native,N,herbaceous,upper_slope
Poaceae,Elymus tsukushiensis,native,N,herbaceous,upper_slope
Rubiaceae,Rubia cordifolia,native,N,herbaceous,lower_slope
Rubiaceae,Galium spurium,exotic,N,herbaceous,lower_slope
Polygonaceae,Persicaria senticosa,native,N,herbaceous,lower_slope
Rubiaceae,Galium spurium,exotic,N,herbaceous,upper_slope
Poaceae,Pseudosasa japonica,native,N,herbaceous,lower_slope
Iridaceae,Iris minutoaurea,native,N,herbaceous,lower_slope
Gentianaceae,Gentiana zollingeri,native,N,herbaceous,upper_slope
Liliaceae,Gagea nakaiana,native,N,herbaceous,upper_slope
Liliaceae,Asparagus oligoclonos,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria longiseta,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria filiformis,native,N,herbaceous,valley_flatland
Amaranthaceae,Achyranthes bidentata var. japonica,native,N,herbaceous,valley_flatland
Ranunculaceae,Thalictrum actaeifolium var. brevistylum,native,N,herbaceous,valley_flatland
Dioscoreaceae,Dioscorea polystachya,native,N,herbaceous,valley_flatland
Dioscoreaceae,Dioscorea polystachya,native,N,herbaceous,ridge_summit
Rubiaceae,Galium spurium,exotic,N,herbaceous,valley_flatland
Rubiaceae,Galium koreanum,native,N,herbaceous,valley_flatland
Papaveraceae,Coreanomecon hylomeconoides,native,N,herbaceous,valley_flatland
Ranunculaceae,Adonis amurensis,native,N,herbaceous,valley_flatland
Saxifragaceae,Astilbe chinensis,native,N,herbaceous,upper_slope
Fabaceae,Astragalus mongholicus var. dahuricus,native,N,herbaceous,valley_flatland
Fabaceae,Astragalus mongholicus var. dahuricus,native,N,herbaceous,lower_slope
Berberidaceae,Epimedium koreanum,native,N,herbaceous,upper_slope
Cyperaceae,Carex longerostrata,native,N,herbaceous,valley_flatland
Saxifragaceae,Astilbe chinensis,native,N,herbaceous,valley_flatland
Rubiaceae,Rubia cordifolia,native,N,herbaceous,valley_flatland
Liliaceae,Maianthemum japonicum,native,N,herbaceous,valley_flatland
Fumariaceae,Corydalis ambigua,native,N,herbaceous,valley_flatland
Liliaceae,Maianthemum japonicum,native,N,herbaceous,upper_slope
Asteraceae,Dendranthema oreastrum,native,N,herbaceous,upper_slope
Gentianaceae,Gentiana squarrosa,native,N,herbaceous,valley_flatland
Lamiaceae,Elsholtzia ciliata,native,N,herbaceous,valley_flatland
Rubiaceae,Galium bungei var. trachyspermum,native,N,herbaceous,valley_flatland
Berberidaceae,Caulophyllum robustum,native,N,herbaceous,lower_slope
Liliaceae,Maianthemum japonicum,native,N,herbaceous,lower_slope
Rubiaceae,Galium bungei var. trachyspermum,native,N,herbaceous,lower_slope
Dryopteridaceae,Leptorumohra miqueliana,native,N,herbaceous,lower_slope
Osmundaceae,Osmunda cinnamomea,native,N,herbaceous,lower_slope
Brassicaceae,Cardamine impatiens,native,N,herbaceous,lower_slope
Violaceae,Viola hirtipes,native,N,herbaceous,lower_slope
Asteraceae,Ainsliaea acerifolia var. subapoda,native,N,herbaceous,upper_slope
Dioscoreaceae,Dioscorea coreana,native,N,herbaceous,valley_flatland
Dioscoreaceae,Dioscorea coreana,native,N,herbaceous,upper_slope
Asteraceae,Carpesium abrotanoides,native,N,herbaceous,ridge_summit
Dioscoreaceae,Dioscorea coreana,native,N,herbaceous,ridge_summit
Rubiaceae,Rubia cordifolia,native,N,herbaceous,ridge_summit
Lamiaceae,Agastache rugosa,native,N,herbaceous,ridge_summit
Saxifragaceae,Saxifraga fortunei var. alpina,native,NA,herbaceous,upper_slope
Dioscoreaceae,Dioscorea coreana,native,N,herbaceous,lower_slope
Asteraceae,Ainsliaea acerifolia var. subapoda,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea polystachya,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria nepalensis,native,N,herbaceous,valley_flatland
Scrophulariaceae,Pedicularis resupinata,native,N,herbaceous,valley_flatland
Fabaceae,Astragalus mongholicus var. dahuricus,native,N,herbaceous,upper_slope
Dryopteridaceae,Polystichum braunii,native,N,herbaceous,upper_slope
Rubiaceae,Galium maximowiczii,native,N,herbaceous,upper_slope
Gentianaceae,Gentiana scabra,native,N,herbaceous,lower_slope
Ranunculaceae,Cimicifuga foetida,native,N,herbaceous,lower_slope
Caryophyllaceae,Pseudostellaria coreana,native,N,herbaceous,upper_slope
Ranunculaceae,Cimicifuga foetida,native,N,herbaceous,upper_slope
Caryophyllaceae,Pseudostellaria coreana,native,N,herbaceous,lower_slope
Araceae,Arisaema serratum,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea polystachya,native,N,herbaceous,lower_slope
Commelinaceae,Commelina coreana,native,N,herbaceous,upper_slope
Caryophyllaceae,Silene baccifera,native,N,herbaceous,upper_slope
Verbenaceae,Tripora divaricata,native,N,herbaceous,ridge_summit
Caryophyllaceae,Silene seoulensis,native,N,herbaceous,ridge_summit
Apocynaceae,Cynanchum paniculatum,native,N,herbaceous,valley_flatland
Apocynaceae,Cynanchum paniculatum,native,N,herbaceous,ridge_summit
Cyperaceae,Carex neurocarpa,native,N,herbaceous,ridge_summit
Rubiaceae,Galium bungei var. trachyspermum,native,N,herbaceous,upper_slope
Lamiaceae,Clinopodium chinense var. shibetchense,native,N,herbaceous,upper_slope
Araceae,Arisaema serratum,native,N,herbaceous,upper_slope
Onagraceae,Circaea cordata,native,N,herbaceous,valley_flatland
Poaceae,Oplismenus undulatifolius var. japonicus,native,NA,herbaceous,lower_slope
Liliaceae,Allium sacculiferum,native,N,herbaceous,ridge_summit
Cyperaceae,Carex fusanensis,native,N,herbaceous,ridge_summit
Poaceae,Arundinella hirta var. hondana,native,N,herbaceous,upper_slope
Orchidaceae,Amitostigma gracile,native,N,herbaceous,upper_slope
Poaceae,Diarrhena fauriei,native,N,herbaceous,valley_flatland
Apocynaceae,Cynanchum atratum,native,N,herbaceous,valley_flatland
Orchidaceae,Liparis kumokiri,native,N,herbaceous,valley_flatland
Campanulaceae,Adenophora divaricata,native,N,herbaceous,valley_flatland
Poaceae,Arundinella hirta var. hondana,native,N,herbaceous,ridge_summit
Poaceae,Arundinella hirta var. hondana,native,N,herbaceous,lower_slope
Asteraceae,Crepidiastrum chelidoniifolium,native,N,herbaceous,valley_flatland
Crassulaceae,Sedum aizoon,native,N,herbaceous,valley_flatland
Poaceae,Melica scabrosa,native,N,herbaceous,valley_flatland
Fumariaceae,Corydalis remota,native,N,herbaceous,valley_flatland
Apocynaceae,Cynanchum ascyrifolium,native,N,herbaceous,valley_flatland
Urticaceae,Urtica angustifolia,native,N,herbaceous,valley_flatland
Gentianaceae,Gentiana squarrosa,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris saxifragi-varia,native,N,herbaceous,ridge_summit
Fabaceae,Hylodesmum podocarpum subsp. oxyphyllum,native,N,herbaceous,ridge_summit
Cyperaceae,Carex alterniflora,native,N,herbaceous,ridge_summit
Asteraceae,Xanthium strumarium,exotic,N,herbaceous,upper_slope
Liliaceae,Polygonatum humile,native,N,herbaceous,upper_slope
Amaranthaceae,Achyranthes bidentata var. japonica,native,N,herbaceous,upper_slope
Liliaceae,Barnardia japonica,native,N,herbaceous,lower_slope
Saxifragaceae,Saxifraga fortunei var. alpina,native,NA,herbaceous,lower_slope
Asteraceae,Bidens tripartita,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria filiformis,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria filiformis,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria dissitiflora,native,N,herbaceous,lower_slope
Iridaceae,Iris ruthenica,native,N,herbaceous,upper_slope
Lamiaceae,Scutellaria pekinensis var. transitra,native,N,herbaceous,lower_slope
Polypodiaceae,Lepisorus ussuriensis,native,N,herbaceous,upper_slope
Violaceae,Viola acuminata,native,N,herbaceous,ridge_summit
